
Date,"Flight number",From,To,"Dep time","Arr time",Duration,Airline,Aircraft,Registration,"Seat number","Seat type","Flight class","Flight reason",Note,Dep_id,Arr_id,Airline_id,Aircraft_id
2015-03-20,DL2386,"Atlanta / Hartsfield-Jackson (ATL/KATL)","New York / La Guardia (LGA/KLGA)",21:55:00,23:41:00,01:46:00,"Delta Air Lines (DL/DAL)","Airbus A320-200 (A320)",N355NW,23E,2,1,1,,179,1605,223,2059
2015-06-07,UA1034,"New York / La Guardia (LGA/KLGA)","Houston / George Bush Intercontinental (IAH/KIAH)",09:50:00,12:10:00,03:20:00,"United Airlines (UA/UAL)","Boeing 737-800 (B738)",N87513,27E,2,1,1,"Houston Trip 2015",1605,1204,808,231
2015-06-20,UA693,"Houston / George Bush Intercontinental (IAH/KIAH)","New York / La Guardia (LGA/KLGA)",14:15:00,18:34:00,03:19:00,"United Airlines (UA/UAL)","Airbus A320-200 (A320)",N472UA,38F,1,1,1,,1204,1605,808,2059
2015-12-23,UA112,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",15:20:00,17:57:00,05:37:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N13110,36F,1,1,1,"San Francisco Trip 2015-2016",851,2644,808,241
2016-01-01,UA994,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",10:00:00,18:37:00,05:37:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N19141,30A,1,1,1,,2644,851,808,241
2016-08-03,AY6,"New York / John F Kennedy (JFK/KJFK)","Helsinki / Vantaa (HEL/EFHK)",17:40:00,08:52:00,08:12:00,"Finnair (AY/FIN)","Airbus A330-300 (A333)",OH-LTU,,1,1,1,"Scandinavia/China trip 2016",1328,1110,304,31
2016-08-12,AY51,"Helsinki / Vantaa (HEL/EFHK)","Beijing / Peking-Capital (PEK/ZBAA)",18:05:00,07:24:00,08:19:00,"Finnair (AY/FIN)","Airbus A350-900 (A359)",OH-LWE,42L,1,1,1,,1110,2292,304,2110
2016-08-13,CA1363,"Beijing / Peking-Capital (PEK/ZBAA)","Changsha / Huanghua (CSX/ZGHA)",12:43:00,14:54:00,02:11:00,"Air China (CA/CCA)","Airbus A330-300 (A333)",B-5913,,1,1,1,,2292,624,172,31
2016-08-17,CA1344,"Changsha / Huanghua (CSX/ZGHA)","Beijing / Peking-Capital (PEK/ZBAA)",09:35:00,11:46:00,02:11:00,"Air China (CA/CCA)","Airbus A321-200 (A321)",B-6363,,1,1,1,,624,2292,172,2076
2016-08-24,AY52,"Beijing / Peking-Capital (PEK/ZBAA)","Helsinki / Vantaa (HEL/EFHK)",10:55:00,14:15:00,08:20:00,"Finnair (AY/FIN)","Airbus A350-900 (A359)",OH-LWE,,1,1,1,,2292,1110,304,2110
2016-08-26,AY5,"Helsinki / Vantaa (HEL/EFHK)","New York / John F Kennedy (JFK/KJFK)",14:10:00,15:52:00,08:42:00,"Finnair (AY/FIN)","Airbus A330-300 (A333)",OH-LTU,,2,1,1,,1110,1328,304,31
2017-06-15,B615,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",07:05:00,09:44:00,05:39:00,"JetBlue Airways (B6/JBU)","Airbus A321-200 (A321)",N968JT,6F,1,4,4,"School Trip to San Francisco 2017",1328,2644,410,2076
2017-06-20,B6916,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",21:35:00,06:14:00,05:39:00,"JetBlue Airways (B6/JBU)","Airbus A321-200 (A321)",N943JT,11C,3,1,4,,2644,1328,410,2076
2017-07-08,DL1539,"New York / La Guardia (LGA/KLGA)","Atlanta / Hartsfield-Jackson (ATL/KATL)",09:59:00,12:35:00,02:36:00,"Delta Air Lines (DL/DAL)","Boeing 737-900ER (B739)",N846DN,14F,1,1,2,"2017 Summer Internship",1605,179,223,2069
2017-07-08,DL5451,"Atlanta / Hartsfield-Jackson (ATL/KATL)","Gainesville / Gainesville Regl (GNV/KGNV)",15:55:00,17:00:00,01:05:00,"ExpressJet Airlines (XE/ASQ)","Bombardier CRJ-200 (CRJ2)",N871AS,5A,1,1,2,,179,1018,1087,529
2017-07-17,DL3290,"Gainesville / Gainesville Regl (GNV/KGNV)","Atlanta / Hartsfield-Jackson (ATL/KATL)",07:10:00,08:16:00,01:06:00,"Endeavor Air (9E/EDV)","Bombardier CRJ-200 (CRJ2)",N8972E,3D,1,1,2,,1018,179,1851,529
2017-07-17,DL1172,"Atlanta / Hartsfield-Jackson (ATL/KATL)","Los Angeles / Los Angeles International (LAX/KLAX)",09:55:00,11:18:00,04:23:00,"Delta Air Lines (DL/DAL)","Boeing 777-200LR (B77L)",N703DN,40J,1,1,2,,179,1559,223,2022
2017-07-17,DL4836,"Los Angeles / Los Angeles International (LAX/KLAX)","Tucson / Tucson (TUS/KTUS)",14:20:00,15:44:00,01:24:00,"SkyWest Airlines (OO/SKW)","Bombardier CRJ-700 (CRJ7)",N770SK,10A,1,1,2,,1559,3047,709,530
2017-07-27,DL1240,"Tucson / Tucson (TUS/KTUS)","Atlanta / Hartsfield-Jackson (ATL/KATL)",12:45:00,19:18:00,03:33:00,"Delta Air Lines (DL/DAL)","McDonnell Douglas MD-90 (MD90)",N906DA,31A,1,1,2,,3047,179,223,1190
2017-08-24,DL5347,"Gainesville / Gainesville Regl (GNV/KGNV)","Atlanta / Hartsfield-Jackson (ATL/KATL)",06:00:00,07:05:00,01:05:00,"ExpressJet Airlines (XE/ASQ)","Bombardier CRJ-900 (CRJ9)",N153PQ,9D,1,4,2,,1018,179,1087,531
2017-08-24,DL202,"Atlanta / Hartsfield-Jackson (ATL/KATL)","New York / John F Kennedy (JFK/KJFK)",12:43:00,14:44:00,02:01:00,"Delta Air Lines (DL/DAL)","Boeing 737-900ER (B739)",N872DN,10A,1,4,2,,179,1328,223,2069
2017-07-27,DL5319,"Atlanta / Hartsfield-Jackson (ATL/KATL)","Gainesville / Gainesville Regl (GNV/KGNV)",23:04:00,23:58:00,00:54:00,"ExpressJet Airlines (XE/ASQ)","Bombardier CRJ-900 (CRJ9)",N132EV,9A,1,4,2,,179,1018,1087,531
2015-03-14,DL1075,"Atlanta / Hartsfield-Jackson (ATL/KATL)","Huntsville / Huntsville (HSV/KHSV)",21:26:00,21:16:00,00:50:00,"Delta Air Lines (DL/DAL)","Boeing 717-200 (B712)",N986AT,13A,1,4,1,,179,4527,223,220
2017-12-24,UA602,"Newark / Liberty International (EWR/KEWR)","Salt Lake City / Salt Lake City (SLC/KSLC)",08:20:00,12:12:00,05:52:00,"United Airlines (UA/UAL)","Boeing 737-800 (B738)",N76269,22A,1,1,1,"Salt Lake City Skiing Trip 2017",851,2706,808,231
2017-12-31,UA2391,"Salt Lake City / Salt Lake City (SLC/KSLC)","Newark / Liberty International (EWR/KEWR)",13:10:00,19:05:00,03:55:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N39416,14F,1,1,1,,2706,851,808,2069
2018-02-18,UA977,"Newark / Liberty International (EWR/KEWR)","Chicago / O'Hare (ORD/KORD)",07:45:00,09:16:00,02:31:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N799UA,35K,1,1,1,"Chicago Trip 2018",851,2205,808,2024
2018-02-20,UA1611,"Chicago / O'Hare (ORD/KORD)","Newark / Liberty International (EWR/KEWR)",14:30:00,17:44:00,02:14:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N216UA,39K,1,1,1,,2205,851,808,2024
2018-04-27,UA623,"Newark / Liberty International (EWR/KEWR)","Raleigh-Durham / Durham (RDU/KRDU)",22:02:00,23:28:00,01:26:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N66848,14F,1,1,1,"Duke University Tour 2018",851,2495,808,2069
2018-04-29,UA1849,"Raleigh-Durham / Durham (RDU/KRDU)","Newark / Liberty International (EWR/KEWR)",06:55:00,08:41:00,01:46:00,"United Airlines (UA/UAL)","Boeing 737-700 (B737)",N17730,26A,1,1,1,,2495,851,808,230
2018-05-13,DL5876,"New York / La Guardia (LGA/KLGA)","Pittsburgh / Pittsburgh (PIT/KPIT)",09:28:00,10:50:00,01:22:00,"Republic Airlines (YX/RPA)","Embraer ERJ-170 (E170)",N869RW,14D,1,1,2,"Intel ISEF 2018",1605,2321,1152,654
2018-05-18,DL5549,"Pittsburgh / Pittsburgh (PIT/KPIT)","New York / La Guardia (LGA/KLGA)",17:37:00,19:02:00,01:25:00,"ExpressJet Airlines (XE/ASQ)","Bombardier CRJ-700 (CRJ7)",N724EV,11A,1,1,2,"Intel ISEF 2018",2321,1605,1087,530
2018-08-15,CX841,"New York / John F Kennedy (JFK/KJFK)","Hong Kong / Hong Kong International (HKG/VHHH)",10:29:00,13:35:00,15:06:00,"Cathay Pacific (CX/CPA)","Boeing 777-300ER (B77W)",B-KPP,44A,1,1,1,"Hong Kong/China trip Aug 2018",1328,1135,199,2023
2018-08-26,CX830,"Hong Kong / Hong Kong International (HKG/VHHH)","New York / John F Kennedy (JFK/KJFK)",09:25:00,13:10:00,15:45:00,"Cathay Pacific (CX/CPA)","Boeing 777-300ER (B77W)",B-KPD,45K,1,1,1,"Hong Kong Trip 2018",1135,1328,199,2023
2018-10-18,UA1616,"Newark / Liberty International (EWR/KEWR)","Jacksonville / Jacksonville (JAX/KJAX)",23:22:00,01:16:00,01:54:00,"United Airlines (UA/UAL)","Boeing 737-700 (B737)",N14731,7A,1,4,2,"TEDxJacksonville 2018",851,1319,808,230
2018-10-21,UA2147,"Jacksonville / Jacksonville (JAX/KJAX)","Newark / Liberty International (EWR/KEWR)",15:00:00,17:06:00,02:06:00,"United Airlines (UA/UAL)","Airbus A319-100 (A319)",N807UA,8A,1,4,2,"TEDxJacksonville 2018",1319,851,808,2073
2019-05-12,AA2369,"New York / John F Kennedy (JFK/KJFK)","Phoenix / Sky Harbor (PHX/KPHX)",11:16:00,13:11:00,04:55:00,"American Airlines (AA/AAL)","Boeing 737-800 (B738)",N962AN,20A,1,1,2,"Intel ISEF 2019!",1328,2315,4,231
2019-05-17,AA1280,"Phoenix / Sky Harbor (PHX/KPHX)","New York / John F Kennedy (JFK/KJFK)",22:35:00,05:48:00,04:13:00,"American Airlines (AA/AAL)","Airbus A321-200 (A321)",N173US,24B,2,1,2,"Intel ISEF 2019",2315,1328,4,2076
2019-06-06,UA583,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",15:13:00,17:50:00,05:37:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N91007,47A,1,1,1,"San Francisco/Los Angeles trip 2019",851,2644,808,2138
2019-06-10,UA229,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",17:08:00,18:14:00,01:06:00,"United Airlines (UA/UAL)","Boeing 737-800 (B738)",N33286,32A,1,1,1,"San Francisco/Los Angeles trip 2019",2644,1559,808,231
2019-06-15,UA2418,"Los Angeles / Los Angeles International (LAX/KLAX)","Newark / Liberty International (EWR/KEWR)",08:50:00,17:15:00,05:25:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N12003,22L,1,4,1,"San Francisco/Los Angeles trip 2019",1559,851,808,2138
2021-01-24,UA285,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",08:59:00,11:47:00,05:48:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N795UA,22A,1,4,2,"Stanford Freshman Year - Winter Quarter!",851,2644,808,2024
2021-03-20,UA2244,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",08:34:00,16:48:00,05:14:00,"United Airlines (UA/UAL)","Boeing 767-300ER (B763)",N677UA,23A,1,4,2,"Spring Break 2021",2644,851,808,2078
2021-03-28,UA302,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",09:05:00,12:19:00,06:14:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2639U,56A,1,1,2,"Spring Quarter 2020-2021",851,2644,808,2023
2021-06-05,UA520,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",09:25:00,17:32:00,05:07:00,"United Airlines (UA/UAL)","Boeing 767-300ER (B763)",N667UA,23A,1,4,2,"Freshman Year of College - return home",2644,1328,808,2078
2021-06-06,UA966,"Newark / Liberty International (EWR/KEWR)","Keflavik / Keflavik (KEF/BIKF)",21:45:00,06:53:00,05:08:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N17133,27F,1,1,1,"Iceland Trip 2021",851,1400,808,241
2021-06-13,UA967,"Keflavik / Keflavik (KEF/BIKF)","Newark / Liberty International (EWR/KEWR)",11:35:00,12:49:00,05:14:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N12109,36A,1,1,1,"Iceland Trip 2021",1400,851,808,241
2021-09-17,UA1991,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",10:45:00,13:02:00,05:17:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N78001,22L,1,4,2,"Sophomore Year Stanford",851,2644,808,2024
2021-10-31,UA1400,"San Francisco / San Francisco International (SFO/KSFO)","Chicago / O'Hare (ORD/KORD)",08:27:00,14:23:00,03:56:00,"United Airlines (UA/UAL)","Boeing 757-300 (B753)",N77865,15F,1,1,2,"Romulus/EquipmentShare Offsite (TKF Capital Launch)",2644,2205,808,242
2021-10-31,UA4480,"Chicago / O'Hare (ORD/KORD)","St Louis / St Louis (STL/KSTL)",18:08:00,19:30:00,01:17:00,"GoJet Airlines (G7/GJS)","Bombardier CRJ-550 (CRJ7)",N579GJ,12A,1,1,2,"Romulus/EquipmentShare Offsite (Takeoff Capital Launch)",2205,2783,1518,2161
2021-11-02,UA3774,"Columbia / Columbia Regl (COU/KCOU)","Chicago / O'Hare (ORD/KORD)",12:23:00,13:40:00,01:17:00,"Air Wisconsin (ZW/AWI)","Bombardier CRJ-200 (CRJ2)",N410AW,6A,1,1,2,"Romulus Capital (Takeoff Capital)/EquipmentShare Offsite",602,2205,98,529
2021-11-02,UA305,"Chicago / O'Hare (ORD/KORD)","San Francisco / San Francisco International (SFO/KSFO)",15:33:00,17:54:00,04:21:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N78017,41L,1,1,2,"Romulus Capital (Takeoff Capital)/EquipmentShare Offsite",2205,2644,808,2024
2021-11-21,UA2304,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",08:31:00,17:01:00,05:30:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N12012,44A,1,1,1,"Thanksgiving Break 2021",2644,851,808,2138
2021-11-28,UA310,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",08:38:00,11:16:00,05:38:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2644U,20K,3,4,1,"Thanksgiving Break 2021",851,2644,808,2023
2021-12-11,UA2304,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",08:34:00,16:37:00,05:03:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N91007,55K,2,1,1,"Winter Break 2021-2022",2644,851,808,2138
2022-01-18,UA1586,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",17:18:00,19:50:00,05:32:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N77022,21L,1,4,2,"Stanford Winter Quarter 2022",851,2644,808,2024
2022-03-17,UA2030,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",10:31:00,18:54:00,05:23:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2749U,34L,1,4,1,"Spring Break 2022",2644,851,808,2023
2022-03-27,UA1991,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",10:25:00,13:13:00,05:48:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2243U,22L,1,4,2,"Spring Quarter 2021-2022",851,2644,808,2023
2022-04-20,UA2482,"San Francisco / San Francisco International (SFO/KSFO)","Fort Lauderdale / Hollywood (FLL/KFLL)",23:58:00,08:20:00,05:22:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N37502,21C,3,4,2,"Miami Tech Week 2022",2644,892,808,2124
2022-04-23,UA1102,"Fort Lauderdale / Hollywood (FLL/KFLL)","San Francisco / San Francisco International (SFO/KSFO)",08:32:00,11:53:00,06:21:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N37525,10A,1,4,2,"Miami Tech Week 2022",892,2644,808,2124
2022-05-04,UA522,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",20:24:00,04:40:00,05:16:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N34131,8F,1,4,1,"Family Trip May 2022",2644,1328,808,241
2022-05-09,UA504,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",18:40:00,22:03:00,06:23:00,"United Airlines (UA/UAL)","Boeing 787-9 (B789)",N27965,32A,1,4,1,"Mother's Day Trip 2022",851,2644,808,2088
2022-05-16,UA2247,"San Francisco / San Francisco International (SFO/KSFO)","Washington / Dulles (IAD/KIAD)",22:43:00,06:43:00,05:00:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N66828,21D,3,4,2,"Applied Intuition Nexus 22",2644,1202,808,2069
2022-05-17,UA2618,"Washington / Dulles (IAD/KIAD)","San Francisco / San Francisco International (SFO/KSFO)",22:34:00,01:16:00,05:42:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N65832,14E,2,1,2,"Applied Intuition Nexus22 Conference",1202,2644,808,2069
2022-06-18,UA2097,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",20:59:00,05:12:00,05:13:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N787UA,9L,1,2,1,"End of Sophomore Year @ Stanford",2644,851,808,2024
2022-09-15,UA1257,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",20:27:00,23:31:00,06:04:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N77022,22L,1,4,1,"Start of 2022-2023 Academic Year at Stanford",851,2644,808,2024
2022-09-16,UA948,"San Francisco / San Francisco International (SFO/KSFO)","London / Heathrow (LHR/EGLL)",16:15:00,10:18:00,10:03:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N76010,44K,1,1,1,"United Kingdom Trip 2022",2644,1618,808,2024
2022-09-24,UA949,"London / Heathrow (LHR/EGLL)","San Francisco / San Francisco International (SFO/KSFO)",12:16:00,15:31:00,11:15:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N78004,33J,3,4,1,"2022 United Kingdom Trip",1618,2644,808,2024
2022-10-12,UA2611,"San Francisco / San Francisco International (SFO/KSFO)","Boston / Logan (BOS/KBOS)",20:57:00,05:18:00,05:21:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N68452,21D,3,4,2,"AI in Healthcare + MIT",2644,380,808,2069
2022-10-15,AS1352,"Boston / Logan (BOS/KBOS)","San Francisco / San Francisco International (SFO/KSFO)",17:52:00,20:50:00,05:58:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N928AK,8F,1,4,2,"Boston AI in Healthcare + MIT/Harvard trip 2022",380,2644,79,2124
2022-11-20,AS1022,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",07:20:00,15:34:00,05:14:00,"Alaska Airlines (AS/ASA)","Airbus A321neo (A21N)",N921VA,18A,1,1,1,"Thanksgiving Break 2022",2644,1328,79,2128
2022-11-27,UA1312,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",08:04:00,10:56:00,05:52:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N226UA,20B,3,4,1,"Thanksgiving Break 2022",851,2644,808,2024
2022-12-02,AS119,"San Francisco / San Francisco International (SFO/KSFO)","Seattle / Seattle-Tacoma (SEA/KSEA)",09:53:00,12:16:00,02:23:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N263AK,29F,1,1,2,"TechStars Space Seattle Hackathon 2022",2644,2627,79,2069
2022-12-05,AS1092,"Seattle / Seattle-Tacoma (SEA/KSEA)","Los Angeles / Los Angeles International (LAX/KLAX)",17:16:00,19:22:00,02:06:00,"Alaska Airlines (AS/ASA)","Airbus A321neo (A21N)",N921VA,30F,1,1,2,"TechCrunch Space Conference 2022",2627,1559,79,2128
2022-12-06,UA1597,"Los Angeles / Los Angeles International (LAX/KLAX)","San Francisco / San Francisco International (SFO/KSFO)",22:29:00,23:50:00,01:21:00,"United Airlines (UA/UAL)","Airbus A320-200 (A320)",N489UA,30F,1,1,2,"TechCrunch Sessions: Space 2022",1559,2644,808,2059
2022-12-16,UA2419,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",11:53:00,20:12:00,05:19:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N229UA,41A,1,1,1,"Winter Break 2022",2644,851,808,2024
2022-12-28,TP202,"Newark / Liberty International (EWR/KEWR)","Lisbon / Portela (LIS/LPPT)",18:15:00,05:04:00,05:49:00,"TAP Air Portugal (TP/TAP)","Airbus A321LR (A21N)",CS-TXI,13A,1,1,1,"Portugal + Spain Roadtrip 2022",851,1632,753,2181
2023-01-06,TP203,"Lisbon / Portela (LIS/LPPT)","Newark / Liberty International (EWR/KEWR)",19:18:00,22:18:00,08:00:00,"TAP Air Portugal (TP/TAP)","Airbus A321LR (A21N)",CS-TXG,9A,1,4,1,"2022 Portugal + Spain Road Trip",1632,851,753,2181
2023-01-09,UA1699,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",15:45:00,18:35:00,05:50:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2749U,20L,1,4,1,"Winter Gap Quarter 2023",851,2644,808,2023
2023-01-27,UA1442,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",08:29:00,16:41:00,05:12:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2749U,46A,1,1,1,"Late Lunar New Year Celebration 2023",2644,851,808,2023
2023-01-30,UA1209,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",18:12:00,21:31:00,06:19:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2142U,20A,1,4,1,"Late CNY celebration 2023",851,2644,808,2023
2023-02-24,AS292,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",06:31:00,13:49:00,04:18:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N263AK,8C,3,4,1,"February 2023 - Home Visit",2644,851,79,2069
2023-02-27,AS295,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",23:20:00,02:33:00,06:13:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N282AK,31C,3,1,1,"Visiting Family Feb 2023",851,2644,79,2069
2023-04-02,UA8105,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",23:39:00,07:41:00,05:02:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N77019,33L,1,4,1,"Late spring break trip between gap quarter and Oxford study abroad (2023)",2644,851,808,2024
2023-04-09,UA2160,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",08:54:00,11:37:00,05:43:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N217UA,22L,1,4,2,"Oxford Study Abroad 2023",851,2644,808,2024
2023-04-10,BA286,"San Francisco / San Francisco International (SFO/KSFO)","London / Heathrow (LHR/EGLL)",20:24:00,13:56:00,09:32:00,"British Airways (BA/BAW)","Airbus A380-800 (A388)",G-XLEH,74K,1,1,2,"University of Oxford Study Abroad 2023",2644,1618,113,39
2023-04-14,GR603,"London / Gatwick (LGW/EGKK)","Guernsey / Guernsey (GCI/EGJB)",11:11:00,11:55:00,00:44:00,"Aurigny Air Services (GR/AUR)","ATR 72-600 (AT76)",G-ORAI,17F,1,1,1,"Guernsey Trip (Stanford BOSP Bing Trip)",1614,959,91,2105
2023-04-16,GR608,"Guernsey / Guernsey (GCI/EGJB)","London / Gatwick (LGW/EGKK)",15:41:00,16:35:00,00:54:00,"Aurigny Air Services (GR/AUR)","ATR 72-600 (AT76)",G-ORAI,19C,3,1,1,"Guernsey Trip (Stanford BOSP Bing Trip)",959,1614,91,2105
